"","x","y","z"
"X2","2022-01-17","15.00","143.14"
"X5","2022-02-14","10.00","143.14"
"X9","2022-04-04","8.00","143.14"
"X12","2022-05-16","6.00","143.14"
"X16","2022-07-18","6.00","143.14"
"X20","2022-09-01","20.00","168.00"
"X25","2022-10-24","10.00","168.00"
"X30","2022-12-05","10.00","168.00"
"X34","2023-01-18","8.00","168.00"
"X37","2023-02-13","15.00","168.00"
"X41","2023-03-01","20.00","168.00"
