"","x","y","z"
"X1","2022-01-10","10.00","13.92"
"X4","2022-02-07","20.00","13.92"
"X6","2022-02-28","25.00","13.92"
"X8","2022-03-28","19.00","15.27"
"X11","2022-04-25","30.00","15.27"
"X16","2022-07-18","50.00","17.25"
"X21","2022-09-29","20.00","17.25"
"X25","2022-10-24","20.00","20.00"
"X28","2022-11-14","40.00","20.00"
"X32","2022-12-27","15.00","17.81"
"X34","2023-01-18","20.00","17.81"
"X37","2023-02-13","10.00","17.81"
"X40","2023-02-27","30.00","24.49"
