"","x","y","z"
"X1","2022-01-10","4.00","465.52"
"X4","2022-02-07","6.00","465.52"
"X7","2022-03-21","8.00","465.52"
"X10","2022-04-11","3.00","493.96"
"X14","2022-06-22","8.00","493.96"
"X18","2022-08-01","6.00","493.96"
"X22","2022-09-30","3.00","594.46"
"X25","2022-10-24","10.00","360.91"
"X29","2022-11-28","6.00","360.91"
"X34","2023-01-18","6.00","330.83"
"X36","2023-02-06","10.00","330.83"
"X41","2023-03-01","4.00","330.83"
