"","x","y","z"
"X2","2022-01-17","4.00","175.00"
"X5","2022-02-14","7.00","175.00"
"X8","2022-03-28","6.00","175.00"
"X11","2022-04-25","6.00","175.00"
"X16","2022-07-18","2.00","199.50"
"X18","2022-08-01","4.00","199.50"
"X23","2022-10-03","10.00","199.50"
"X26","2022-10-31","6.00","199.50"
"X30","2022-12-05","7.00","220.00"
"X35","2023-01-30","4.00","220.00"
"X38","2023-02-17","5.00","220.00"
"X40","2023-02-27","4.00","220.00"
"X41","2023-03-01","3.00","220.00"
