"","x","y","z"
"X2","2022-01-17","4.00","882.90"
"X4","2022-02-07","1.00","882.90"
"X7","2022-03-21","3.00","882.90"
"X10","2022-04-11","5.00","856.65"
"X13","2022-05-30","3.00","856.65"
"X16","2022-07-18","4.00","910.40"
"X21","2022-09-29","2.00","910.40"
"X24","2022-10-12","10.00","910.40"
"X28","2022-11-14","5.00","856.65"
"X32","2022-12-27","3.00","856.65"
"X35","2023-01-30","2.00","1187.18"
"X37","2023-02-13","2.00","1187.18"
"X40","2023-02-27","4.00","1187.18"
