"","x","y","z"
"X1","2022-01-10","3.00","261.30"
"X3","2022-01-24","3.00","261.30"
"X5","2022-02-14","6.00","261.30"
"X8","2022-03-28","5.00","261.30"
"X10","2022-04-11","2.00","261.30"
"X13","2022-05-30","4.00","261.30"
"X18","2022-08-01","4.00","261.30"
"X21","2022-09-29","5.00","261.30"
"X22","2022-09-30","6.00","302.40"
"X28","2022-11-14","10.00","302.40"
"X32","2022-12-27","5.00","302.40"
"X36","2023-02-06","6.00","302.40"
"X40","2023-02-27","4.00","302.40"
