"","x","y","z"
"X2","2022-01-17","4.00","133.00"
"X4","2022-02-07","6.00","133.00"
"X7","2022-03-21","5.00","133.00"
"X10","2022-04-11","5.00","133.00"
"X14","2022-06-22","4.00","206.62"
"X18","2022-08-01","2.00","206.62"
"X21","2022-09-29","3.00","206.62"
"X25","2022-10-24","10.00","206.62"
"X28","2022-11-14","8.00","206.62"
"X32","2022-12-27","6.00","206.62"
"X36","2023-02-06","3.00","206.62"
"X39","2023-02-20","6.00","206.62"
