"","x","y","z"
"X1","2022-01-10","15.00","106.64"
"X7","2022-03-21","10.00","109.64"
"X10","2022-04-11","3.00","109.64"
"X13","2022-05-30","20.00","125.18"
"X16","2022-07-18","10.00","125.18"
"X18","2022-08-01","11.00","125.18"
"X21","2022-09-29","8.00","125.18 "
"X26","2022-10-31","10.00","125.18"
"X31","2022-12-12","10.00","125.18"
"X34","2023-01-18","10.00","125.18"
"X36","2023-02-06","5.00","125.18"
"X39","2023-02-20","6.00","125.18"
