"","x","y","z"
"X3","2022-01-24","15.00","1078.40"
"X7","2022-03-21","8.00","1078.40"
"X10","2022-04-11","6.00","1078.40"
"X13","2022-05-30","7.00","1078.40"
"X17","2022-07-25","10.00","1078.40"
"X22","2022-09-30","8.00","1374.00"
"X26","2022-10-31","7.00","1374.00"
"X29","2022-11-28","10.00","1374.00"
"X33","2023-01-16","6.00","1374.00"
"X37","2023-02-13","10.00","1374.00"
"X41","2023-03-01","8.00","1374.00"
