"","x","y","z"
"X2","2022-01-17","10.00","188.51"
"X7","2022-03-21","21.00","188.51"
"X14","2022-06-22","13.00","216.17"
"X20","2022-09-01","30.00","216.17"
"X23","2022-10-03","10.00","216.17"
"X26","2022-10-31","10.00","314.00"
"X30","2022-12-05","10.00","314.00"
"X35","2023-01-30","20.00","380.00"
"X39","2023-02-20","10.00","380.00"
